no,en,pos,CEFR,NGSL순위,분류,출처태그,kr,수능태그,중국어,일본어
710,belong,verb,A2,1410,내용어,[CEFR-J A2][NGSL 1410],,,,
711,taste,noun,B1,1411,내용어,[CEFR-J B1][NGSL 1411],,,,
712,fashion,noun,A2,1413,내용어,[CEFR-J A2][NGSL 1413],,,,
713,danger,noun,A2,1414,내용어,[CEFR-J A2][NGSL 1414],,,,
714,bomb,noun,B1,1415,내용어,[CEFR-J B1][NGSL 1415],,,,
715,army,noun,B1,1416,내용어,[CEFR-J B1][NGSL 1416],,,,
716,dangerous,adjective,A2,1417,내용어,[CEFR-J A2][NGSL 1417],,,,
717,decrease,noun,B1,1418,내용어,[CEFR-J B1][NGSL 1418],,,,
718,council,noun,B1,1420,내용어,[CEFR-J B1][NGSL 1420],,,,
719,editor,noun,A2,1421,내용어,[CEFR-J A2][NGSL 1421],,,,
720,normally,adverb,B1,1422,기능어,[CEFR-J B1][NGSL 1422],,,,
721,generate,verb,B1,1424,내용어,[CEFR-J B1][NGSL 1424],,,,
722,delivery,noun,B1,1426,내용어,[CEFR-J B1][NGSL 1426],,,,
723,deny,verb,B1,1427,내용어,[CEFR-J B1][NGSL 1427],,,,
724,basically,adverb,A2,1433,기능어,[CEFR-J A2][NGSL 1433],,,,
725,violence,noun,B1,1434,내용어,[CEFR-J B1][NGSL 1434],,,,
726,mainly,adverb,A2,1436,기능어,[CEFR-J A2][NGSL 1436],,,,
727,manner,noun,A2,1439,내용어,[CEFR-J A2][NGSL 1439],,,,
728,gun,noun,A2,1440,내용어,[CEFR-J A2][NGSL 1440],,,,
729,square,adjective,A2,1441,내용어,[CEFR-J A2][NGSL 1441],,,,
730,occasion,noun,B1,1442,내용어,[CEFR-J B1][NGSL 1442],,,,
731,familiar,adjective,A2,1443,내용어,[CEFR-J A2][NGSL 1443],,,,
732,ignore,verb,B1,1444,내용어,[CEFR-J B1][NGSL 1444],,,,
733,destroy,verb,A2,1445,내용어,[CEFR-J A2][NGSL 1445],,,,
734,affair,noun,A2,1446,내용어,[CEFR-J A2][NGSL 1446],,,,
735,civil,adjective,B1,1447,내용어,[CEFR-J B1][NGSL 1447],,,,
736,locate,verb,B1,1448,내용어,[CEFR-J B1][NGSL 1448],,,,
737,citizen,noun,A2,1449,내용어,[CEFR-J A2][NGSL 1449],,,,
738,temperature,noun,A2,1450,내용어,[CEFR-J A2][NGSL 1450],,,,
739,load,noun,A2,1453,내용어,[CEFR-J A2][NGSL 1453],,,,
740,belief,noun,B1,1454,내용어,[CEFR-J B1][NGSL 1454],,,,
741,remind,verb,A2,1457,내용어,[CEFR-J A2][NGSL 1457],,,,
742,arrangement,noun,B1,1458,내용어,[CEFR-J B1][NGSL 1458],,,,
743,skin,noun,B1,1459,내용어,[CEFR-J B1][NGSL 1459],,,,
744,prison,noun,B1,1460,내용어,[CEFR-J B1][NGSL 1460],,,,
745,switch,noun,B1,1461,내용어,[CEFR-J B1][NGSL 1461],,,,
746,acquire,verb,B1,1462,내용어,[CEFR-J B1][NGSL 1462],,,,
747,fairly,adverb,A2,1464,기능어,[CEFR-J A2][NGSL 1464],,,,
748,wood,noun,A2,1465,내용어,[CEFR-J A2][NGSL 1465],,,,
749,participate,verb,B1,1466,내용어,[CEFR-J B1][NGSL 1466],,,,
750,tear,noun,A2,1468,내용어,[CEFR-J A2][NGSL 1468],,,,
751,representative,noun,B1,1469,내용어,[CEFR-J B1][NGSL 1469],,,,
752,capacity,noun,B1,1470,내용어,[CEFR-J B1][NGSL 1470],,,,
753,border,noun,B1,1471,내용어,[CEFR-J B1][NGSL 1471],,,,
754,ad,noun,B1,1476,내용어,[CEFR-J B1][NGSL 1476],,,,
755,fee,noun,A2,1477,내용어,[CEFR-J A2][NGSL 1477],,,,
756,regulation,noun,B1,1479,내용어,[CEFR-J B1][NGSL 1479],,,,
757,escape,noun,A2,1480,내용어,[CEFR-J A2][NGSL 1480],,,,
758,studio,noun,B1,1481,내용어,[CEFR-J B1][NGSL 1481],,,,
759,proper,adjective,A2,1482,내용어,[CEFR-J A2][NGSL 1482],,,,
760,relax,verb,A2,1483,내용어,[CEFR-J A2][NGSL 1483],,,,
761,tourist,noun,A2,1484,내용어,[CEFR-J A2][NGSL 1484],,,,
762,afford,verb,B1,1486,내용어,[CEFR-J B1][NGSL 1486],,,,
763,lawyer,noun,A2,1487,내용어,[CEFR-J A2][NGSL 1487],,,,
764,suspect,noun,B1,1488,내용어,[CEFR-J B1][NGSL 1488],,,,
765,description,noun,A2,1490,내용어,[CEFR-J A2][NGSL 1490],,,,
766,confidence,noun,B1,1491,내용어,[CEFR-J B1][NGSL 1491],,,,
767,industrial,adjective,B1,1492,내용어,[CEFR-J B1][NGSL 1492],,,,
768,complain,verb,A2,1493,내용어,[CEFR-J A2][NGSL 1493],,,,
769,error,noun,A2,1495,내용어,[CEFR-J A2][NGSL 1495],,,,
770,arrest,noun,B1,1496,내용어,[CEFR-J B1][NGSL 1496],,,,
771,register,noun,B1,1498,내용어,[CEFR-J B1][NGSL 1498],,,,
772,signal,noun,B1,1500,내용어,[CEFR-J B1][NGSL 1500],,,,
773,finger,noun,B1,1501,내용어,[CEFR-J B1][NGSL 1501],,,,
774,explore,verb,A2,1503,내용어,[CEFR-J A2][NGSL 1503],,,,
775,leadership,noun,B1,1504,내용어,[CEFR-J B1][NGSL 1504],,,,
776,commitment,noun,A2,1505,내용어,[CEFR-J A2][NGSL 1505],,,,
777,frame,noun,A2,1509,내용어,[CEFR-J A2][NGSL 1509],,,,
778,slowly,adverb,A2,1510,기능어,[CEFR-J A2][NGSL 1510],,,,
779,bond,noun,B1,1511,내용어,[CEFR-J B1][NGSL 1511],,,,
780,hire,verb,B1,1512,내용어,[CEFR-J B1][NGSL 1512],,,,
781,tie,noun,A2,1514,내용어,[CEFR-J A2][NGSL 1514],,,,
782,internal,adjective,B1,1515,내용어,[CEFR-J B1][NGSL 1515],,,,
783,chain,noun,A2,1516,내용어,[CEFR-J A2][NGSL 1516],,,,
784,literature,noun,B1,1517,내용어,[CEFR-J B1][NGSL 1517],,,,
785,victim,noun,B1,1518,내용어,[CEFR-J B1][NGSL 1518],,,,
786,secure,adjective,B1,1521,내용어,[CEFR-J B1][NGSL 1521],,,,
787,device,noun,B1,1523,내용어,[CEFR-J B1][NGSL 1523],,,,
788,forest,noun,A2,1525,내용어,[CEFR-J A2][NGSL 1525],,,,
789,root,noun,A2,1527,내용어,[CEFR-J A2][NGSL 1527],,,,
790,expense,noun,B1,1529,내용어,[CEFR-J B1][NGSL 1529],,,,
791,channel,noun,B1,1530,내용어,[CEFR-J B1][NGSL 1530],,,,
792,rank,noun,B1,1533,내용어,[CEFR-J B1][NGSL 1533],,,,
793,typical,adjective,B1,1534,내용어,[CEFR-J B1][NGSL 1534],,,,
794,west,adjective,A2,1535,내용어,[CEFR-J A2][NGSL 1535],,,,
795,resident,adjective,B1,1537,내용어,[CEFR-J B1][NGSL 1537],,,,
796,concentrate,verb,A2,1539,내용어,[CEFR-J A2][NGSL 1539],,,,
797,plenty,noun,A2,1540,내용어,[CEFR-J A2][NGSL 1540],,,,
798,entirely,adverb,B1,1542,기능어,[CEFR-J B1][NGSL 1542],,,,
799,strongly,adverb,A2,1543,기능어,[CEFR-J A2][NGSL 1543],,,,
800,consist,verb,A2,1545,내용어,[CEFR-J A2][NGSL 1545],,,,
801,graduate,verb,A2,1546,내용어,[CEFR-J A2][NGSL 1546],,,,
802,brand,noun,A2,1547,내용어,[CEFR-J A2][NGSL 1547],,,,
803,moral,noun,B1,1548,내용어,[CEFR-J B1][NGSL 1548],,,,
804,insist,verb,B1,1549,내용어,[CEFR-J B1][NGSL 1549],,,,
805,combination,noun,B1,1550,내용어,[CEFR-J B1][NGSL 1550],,,,
806,principal,adjective,A2,1553,내용어,[CEFR-J A2][NGSL 1553],,,,
807,definitely,adverb,B1,1555,기능어,[CEFR-J B1][NGSL 1555],,,,
808,session,noun,B1,1556,내용어,[CEFR-J B1][NGSL 1556],,,,
809,nevertheless,adverb,B1,1558,기능어,[CEFR-J B1][NGSL 1558],,,,
810,predict,verb,A2,1559,내용어,[CEFR-J A2][NGSL 1559],,,,
811,protection,noun,B1,1561,내용어,[CEFR-J B1][NGSL 1561],,,,
812,largely,adverb,B1,1562,기능어,[CEFR-J B1][NGSL 1562],,,,
813,rent,noun,A2,1564,내용어,[CEFR-J A2][NGSL 1564],,,,
814,shot,noun,A2,1565,내용어,[CEFR-J A2][NGSL 1565],,,,
815,appearance,noun,A2,1566,내용어,[CEFR-J A2][NGSL 1566],,,,
816,reasonable,adjective,B1,1567,내용어,[CEFR-J B1][NGSL 1567],,,,
817,guarantee,noun,B1,1568,내용어,[CEFR-J B1][NGSL 1568],,,,
818,till,preposition,A2,1569,기능어,[CEFR-J A2][NGSL 1569],,,,
819,approve,verb,B1,1573,내용어,[CEFR-J B1][NGSL 1573],,,,
820,definition,noun,B1,1575,내용어,[CEFR-J B1][NGSL 1575],,,,
821,atmosphere,noun,B1,1577,내용어,[CEFR-J B1][NGSL 1577],,,,
822,comparison,noun,B1,1579,내용어,[CEFR-J B1][NGSL 1579],,,,
823,characteristic,noun,B1,1580,내용어,[CEFR-J B1][NGSL 1580],,,,
824,rely,verb,B1,1582,내용어,[CEFR-J B1][NGSL 1582],,,,
825,narrow,adjective,B1,1583,내용어,[CEFR-J B1][NGSL 1583],,,,
826,succeed,verb,A2,1584,내용어,[CEFR-J A2][NGSL 1584],,,,
827,identity,noun,B1,1585,내용어,[CEFR-J B1][NGSL 1585],,,,
828,permit,verb,B1,1587,내용어,[CEFR-J B1][NGSL 1587],,,,
829,seriously,adverb,A2,1588,기능어,[CEFR-J A2][NGSL 1588],,,,
830,wild,adjective,A2,1589,내용어,[CEFR-J A2][NGSL 1589],,,,
831,empty,adjective,A2,1590,내용어,[CEFR-J A2][NGSL 1590],,,,
832,unique,adjective,B1,1592,내용어,[CEFR-J B1][NGSL 1592],,,,
833,association,noun,A2,1593,내용어,[CEFR-J A2][NGSL 1593],,,,
834,instrument,noun,A2,1594,내용어,[CEFR-J A2][NGSL 1594],,,,
835,practical,adjective,B1,1596,내용어,[CEFR-J B1][NGSL 1596],,,,
836,soft,adjective,A2,1599,내용어,[CEFR-J A2][NGSL 1599],,,,
837,youth,noun,A2,1601,내용어,[CEFR-J A2][NGSL 1601],,,,
838,lock,noun,A2,1602,내용어,[CEFR-J A2][NGSL 1602],,,,
839,fuel,noun,B1,1603,내용어,[CEFR-J B1][NGSL 1603],,,,
840,employment,noun,B1,1605,내용어,[CEFR-J B1][NGSL 1605],,,,
841,breath,noun,B1,1609,내용어,[CEFR-J B1][NGSL 1609],,,,
842,increasingly,adverb,B1,1610,기능어,[CEFR-J B1][NGSL 1610],,,,
843,ourselves,pronoun,A2,1613,기능어,[CEFR-J A2][NGSL 1613],,,,
844,sheet,noun,B1,1614,내용어,[CEFR-J B1][NGSL 1614],,,,
845,engine,noun,B1,1615,내용어,[CEFR-J B1][NGSL 1615],,,,
846,notion,noun,B1,1617,내용어,[CEFR-J B1][NGSL 1617],,,,
847,conservative,adjective,B1,1618,내용어,[CEFR-J B1][NGSL 1618],,,,
848,journey,noun,A2,1619,내용어,[CEFR-J A2][NGSL 1619],,,,
849,opposition,noun,B1,1620,내용어,[CEFR-J B1][NGSL 1620],,,,
850,debt,noun,B1,1622,내용어,[CEFR-J B1][NGSL 1622],,,,
851,blame,verb,A2,1625,내용어,[CEFR-J A2][NGSL 1625],,,,
852,explanation,noun,A2,1626,내용어,[CEFR-J A2][NGSL 1626],,,,
853,arise,verb,B1,1627,내용어,[CEFR-J B1][NGSL 1627],,,,
854,musical,adjective,A2,1628,내용어,[CEFR-J A2][NGSL 1628],,,,
855,recover,verb,B1,1629,내용어,[CEFR-J B1][NGSL 1629],,,,
856,stretch,verb,B1,1631,내용어,[CEFR-J B1][NGSL 1631],,,,
857,declare,verb,B1,1632,내용어,[CEFR-J B1][NGSL 1632],,,,
858,retire,verb,A2,1633,내용어,[CEFR-J A2][NGSL 1633],,,,
859,tiny,adjective,B1,1634,내용어,[CEFR-J B1][NGSL 1634],,,,
860,suitable,adjective,A2,1636,내용어,[CEFR-J A2][NGSL 1636],,,,
861,native,adjective,A2,1637,내용어,[CEFR-J A2][NGSL 1637],,,,
862,witness,verb,B1,1640,내용어,[CEFR-J B1][NGSL 1640],,,,
863,researcher,noun,B1,1643,내용어,[CEFR-J B1][NGSL 1643],,,,
864,ordinary,adjective,B1,1644,내용어,[CEFR-J B1][NGSL 1644],,,,
865,selection,noun,B1,1645,내용어,[CEFR-J B1][NGSL 1645],,,,
866,anywhere,adverb,A2,1646,기능어,[CEFR-J A2][NGSL 1646],,,,
867,mental,adjective,B1,1647,내용어,[CEFR-J B1][NGSL 1647],,,,
868,participant,noun,B1,1648,내용어,[CEFR-J B1][NGSL 1648],,,,
869,vision,noun,B1,1649,내용어,[CEFR-J B1][NGSL 1649],,,,
870,personality,noun,A2,1650,내용어,[CEFR-J A2][NGSL 1650],,,,
871,entry,noun,B1,1653,내용어,[CEFR-J B1][NGSL 1653],,,,
872,fellow,noun,B1,1654,내용어,[CEFR-J B1][NGSL 1654],,,,
873,chemical,adjective,A2,1655,내용어,[CEFR-J A2][NGSL 1655],,,,
874,capture,noun,B1,1656,내용어,[CEFR-J B1][NGSL 1656],,,,
875,tip,noun,A2,1657,내용어,[CEFR-J A2][NGSL 1657],,,,
876,discount,noun,B1,1658,내용어,[CEFR-J B1][NGSL 1658],,,,
877,chairman,noun,A2,1660,내용어,[CEFR-J A2][NGSL 1660],,,,
878,proportion,noun,B1,1661,내용어,[CEFR-J B1][NGSL 1661],,,,
879,disappear,verb,A2,1663,내용어,[CEFR-J A2][NGSL 1663],,,,
880,shout,noun,A2,1664,내용어,[CEFR-J A2][NGSL 1664],,,,
881,considerable,adjective,B1,1669,내용어,[CEFR-J B1][NGSL 1669],,,,
882,instruction,noun,B1,1670,내용어,[CEFR-J B1][NGSL 1670],,,,
883,intelligence,noun,A2,1671,내용어,[CEFR-J A2][NGSL 1671],,,,
884,folk,noun,B1,1673,내용어,[CEFR-J B1][NGSL 1673],,,,
885,surely,adverb,B1,1674,기능어,[CEFR-J B1][NGSL 1674],,,,
886,guard,noun,A2,1675,내용어,[CEFR-J A2][NGSL 1675],,,,
887,presentation,noun,B1,1679,내용어,[CEFR-J B1][NGSL 1679],,,,
888,joint,adjective,B1,1680,내용어,[CEFR-J B1][NGSL 1680],,,,
889,compete,verb,B1,1681,내용어,[CEFR-J B1][NGSL 1681],,,,
890,weak,adjective,A2,1683,내용어,[CEFR-J A2][NGSL 1683],,,,
891,reduction,noun,B1,1685,내용어,[CEFR-J B1][NGSL 1685],,,,
892,reserve,noun,B1,1686,내용어,[CEFR-J B1][NGSL 1686],,,,
893,complaint,noun,A2,1687,내용어,[CEFR-J A2][NGSL 1687],,,,
894,bore,verb,B1,1688,내용어,[CEFR-J B1][NGSL 1688],,,,
895,mission,noun,B1,1689,내용어,[CEFR-J B1][NGSL 1689],,,,
896,somehow,adverb,B1,1690,기능어,[CEFR-J B1][NGSL 1690],,,,
897,tone,noun,A2,1691,내용어,[CEFR-J A2][NGSL 1691],,,,
898,passenger,noun,A2,1693,내용어,[CEFR-J A2][NGSL 1693],,,,
899,justice,noun,B1,1694,내용어,[CEFR-J B1][NGSL 1694],,,,
900,rush,noun,A2,1697,내용어,[CEFR-J A2][NGSL 1697],,,,
901,formal,adjective,B1,1698,내용어,[CEFR-J B1][NGSL 1698],,,,
902,religion,noun,B1,1699,내용어,[CEFR-J B1][NGSL 1699],,,,
903,reject,verb,B1,1701,내용어,[CEFR-J B1][NGSL 1701],,,,
904,latter,adverb,A2,1702,기능어,[CEFR-J A2][NGSL 1702],,,,
905,plate,noun,A2,1703,내용어,[CEFR-J A2][NGSL 1703],,,,
906,steal,verb,A2,1705,내용어,[CEFR-J A2][NGSL 1705],,,,
907,protest,noun,B1,1706,내용어,[CEFR-J B1][NGSL 1706],,,,
908,frequently,adverb,B1,1709,기능어,[CEFR-J B1][NGSL 1709],,,,
909,helpful,adjective,A2,1711,내용어,[CEFR-J A2][NGSL 1711],,,,
910,command,noun,B1,1712,내용어,[CEFR-J B1][NGSL 1712],,,,
911,attractive,adjective,A2,1713,내용어,[CEFR-J A2][NGSL 1713],,,,
912,impression,noun,B1,1715,내용어,[CEFR-J B1][NGSL 1715],,,,
913,unable,adjective,B1,1716,내용어,[CEFR-J B1][NGSL 1716],,,,
914,joke,noun,A2,1717,내용어,[CEFR-J A2][NGSL 1717],,,,
915,column,noun,A2,1719,내용어,[CEFR-J A2][NGSL 1719],,,,
916,electronic,adjective,B1,1720,내용어,[CEFR-J B1][NGSL 1720],,,,
917,criminal,noun,B1,1722,내용어,[CEFR-J B1][NGSL 1722],,,,
918,besides,adverb,A2,1723,기능어,[CEFR-J A2][NGSL 1723],,,,
919,properly,adverb,B1,1724,기능어,[CEFR-J B1][NGSL 1724],,,,
920,ancient,adjective,A2,1725,내용어,[CEFR-J A2][NGSL 1725],,,,
921,coast,noun,A2,1726,내용어,[CEFR-J A2][NGSL 1726],,,,
922,ill,adjective,A2,1727,내용어,[CEFR-J A2][NGSL 1727],,,,
923,closely,adverb,B1,1729,기능어,[CEFR-J B1][NGSL 1729],,,,
924,via,preposition,B1,1732,기능어,[CEFR-J B1][NGSL 1732],,,,
925,county,noun,B1,1734,내용어,[CEFR-J B1][NGSL 1734],,,,
926,unlike,adjective,A2,1735,내용어,[CEFR-J A2][NGSL 1735],,,,
927,assistant,adjective,A2,1737,내용어,[CEFR-J A2][NGSL 1737],,,,
928,chart,noun,A2,1739,내용어,[CEFR-J A2][NGSL 1739],,,,
929,attach,verb,B1,1740,내용어,[CEFR-J B1][NGSL 1740],,,,
930,advise,verb,A2,1743,내용어,[CEFR-J A2][NGSL 1743],,,,
931,household,noun,B1,1744,내용어,[CEFR-J B1][NGSL 1744],,,,
932,acknowledge,verb,B1,1745,내용어,[CEFR-J B1][NGSL 1745],,,,
933,reward,noun,B1,1746,내용어,[CEFR-J B1][NGSL 1746],,,,
934,east,adjective,A2,1747,내용어,[CEFR-J A2][NGSL 1747],,,,
935,academic,adjective,B1,1749,내용어,[CEFR-J B1][NGSL 1749],,,,
936,meanwhile,adverb,B1,1751,기능어,[CEFR-J B1][NGSL 1751],,,,
937,furthermore,adverb,B1,1752,기능어,[CEFR-J B1][NGSL 1752],,,,
938,accuse,verb,B1,1753,내용어,[CEFR-J B1][NGSL 1753],,,,
939,scientific,adjective,A2,1754,내용어,[CEFR-J A2][NGSL 1754],,,,
940,absence,noun,B1,1756,내용어,[CEFR-J B1][NGSL 1756],,,,
941,construct,verb,B1,1757,내용어,[CEFR-J B1][NGSL 1757],,,,
942,remark,verb,B1,1758,내용어,[CEFR-J B1][NGSL 1758],,,,
943,professor,noun,B1,1760,내용어,[CEFR-J B1][NGSL 1760],,,,
944,rare,adjective,B1,1761,내용어,[CEFR-J B1][NGSL 1761],,,,
945,intention,noun,B1,1762,내용어,[CEFR-J B1][NGSL 1762],,,,
946,dozen,determiner,B1,1763,기능어,[CEFR-J B1][NGSL 1763],,,,
947,settlement,noun,B1,1764,내용어,[CEFR-J B1][NGSL 1764],,,,
948,gap,noun,B1,1765,내용어,[CEFR-J B1][NGSL 1765],,,,
949,widely,adverb,A2,1766,기능어,[CEFR-J A2][NGSL 1766],,,,
950,minimum,adjective,B1,1767,내용어,[CEFR-J B1][NGSL 1767],,,,
951,northern,adjective,B1,1768,내용어,[CEFR-J B1][NGSL 1768],,,,
952,equally,adverb,B1,1770,기능어,[CEFR-J B1][NGSL 1770],,,,
953,expose,verb,B1,1771,내용어,[CEFR-J B1][NGSL 1771],,,,
954,alive,adjective,A2,1772,내용어,[CEFR-J A2][NGSL 1772],,,,
955,shut,verb,A2,1773,내용어,[CEFR-J A2][NGSL 1773],,,,
956,victory,noun,B1,1774,내용어,[CEFR-J B1][NGSL 1774],,,,
957,resolve,verb,B1,1775,내용어,[CEFR-J B1][NGSL 1775],,,,
958,critic,noun,B1,1776,내용어,[CEFR-J B1][NGSL 1776],,,,
959,enormous,adjective,A2,1778,내용어,[CEFR-J A2][NGSL 1778],,,,
960,permanent,adjective,B1,1780,내용어,[CEFR-J B1][NGSL 1780],,,,
961,emotion,noun,B1,1781,내용어,[CEFR-J B1][NGSL 1781],,,,
962,pursue,verb,A2,1782,내용어,[CEFR-J A2][NGSL 1782],,,,
963,urge,noun,B1,1784,내용어,[CEFR-J B1][NGSL 1784],,,,
964,enemy,noun,B1,1785,내용어,[CEFR-J B1][NGSL 1785],,,,
965,appoint,verb,B1,1786,내용어,[CEFR-J B1][NGSL 1786],,,,
966,talent,noun,A2,1788,내용어,[CEFR-J A2][NGSL 1788],,,,
967,online,adjective,A2,1792,내용어,[CEFR-J A2][NGSL 1792],,,,
968,phrase,noun,B1,1793,내용어,[CEFR-J B1][NGSL 1793],,,,
969,pilot,noun,A2,1794,내용어,[CEFR-J A2][NGSL 1794],,,,
970,stable,adjective,B1,1795,내용어,[CEFR-J B1][NGSL 1795],,,,
971,merely,adverb,B1,1796,기능어,[CEFR-J B1][NGSL 1796],,,,
972,communicate,verb,A2,1798,내용어,[CEFR-J A2][NGSL 1798],,,,
973,injury,noun,B1,1799,내용어,[CEFR-J B1][NGSL 1799],,,,
974,vast,adjective,B1,1800,내용어,[CEFR-J B1][NGSL 1800],,,,
975,exhibition,noun,A2,1801,내용어,[CEFR-J A2][NGSL 1801],,,,
976,producer,noun,B1,1802,내용어,[CEFR-J B1][NGSL 1802],,,,
977,regional,adjective,B1,1803,내용어,[CEFR-J B1][NGSL 1803],,,,
978,immediate,adjective,B1,1804,내용어,[CEFR-J B1][NGSL 1804],,,,
979,incident,noun,B1,1805,내용어,[CEFR-J B1][NGSL 1805],,,,
980,childhood,noun,A2,1806,내용어,[CEFR-J A2][NGSL 1806],,,,
981,slip,noun,B1,1808,내용어,[CEFR-J B1][NGSL 1808],,,,
982,accompany,verb,B1,1809,내용어,[CEFR-J B1][NGSL 1809],,,,
983,politician,noun,B1,1810,내용어,[CEFR-J B1][NGSL 1810],,,,
984,knock,noun,A2,1812,내용어,[CEFR-J A2][NGSL 1812],,,,
985,seed,noun,A2,1813,내용어,[CEFR-J A2][NGSL 1813],,,,
986,temporary,adjective,B1,1818,내용어,[CEFR-J B1][NGSL 1818],,,,
987,lake,noun,A2,1820,내용어,[CEFR-J A2][NGSL 1820],,,,
988,qualify,verb,B1,1821,내용어,[CEFR-J B1][NGSL 1821],,,,
989,competitive,adjective,B1,1822,내용어,[CEFR-J B1][NGSL 1822],,,,
990,truly,adverb,A2,1823,기능어,[CEFR-J A2][NGSL 1823],,,,
991,emotional,adjective,B1,1829,내용어,[CEFR-J B1][NGSL 1829],,,,
992,metal,noun,A2,1832,내용어,[CEFR-J A2][NGSL 1832],,,,
993,existence,noun,B1,1833,내용어,[CEFR-J B1][NGSL 1833],,,,
994,appointment,noun,A2,1837,내용어,[CEFR-J A2][NGSL 1837],,,,
995,maximum,adjective,B1,1839,내용어,[CEFR-J B1][NGSL 1839],,,,
996,elsewhere,adverb,A2,1841,기능어,[CEFR-J A2][NGSL 1841],,,,
997,bother,verb,A2,1842,내용어,[CEFR-J A2][NGSL 1842],,,,
998,sharp,adjective,B1,1844,내용어,[CEFR-J B1][NGSL 1844],,,,
999,diet,noun,A2,1845,내용어,[CEFR-J A2][NGSL 1845],,,,
1000,plastic,adjective,A2,1848,내용어,[CEFR-J A2][NGSL 1848],,,,
1001,complicate,verb,B1,1849,내용어,[CEFR-J B1][NGSL 1849],,,,
1002,disappoint,verb,B1,1851,내용어,[CEFR-J B1][NGSL 1851],,,,
1003,boss,noun,A2,1852,내용어,[CEFR-J A2][NGSL 1852],,,,
1004,freeze,verb,A2,1854,내용어,[CEFR-J A2][NGSL 1854],,,,
1005,extreme,adjective,B1,1855,내용어,[CEFR-J B1][NGSL 1855],,,,
1006,passage,noun,A2,1856,내용어,[CEFR-J A2][NGSL 1856],,,,
1007,reputation,noun,B1,1857,내용어,[CEFR-J B1][NGSL 1857],,,,
1008,forth,adverb,B1,1858,기능어,[CEFR-J B1][NGSL 1858],,,,
1009,negotiation,noun,B1,1859,내용어,[CEFR-J B1][NGSL 1859],,,,
1010,democracy,noun,B1,1862,내용어,[CEFR-J B1][NGSL 1862],,,,
1011,crash,noun,B1,1865,내용어,[CEFR-J B1][NGSL 1865],,,,
1012,observation,noun,B1,1866,내용어,[CEFR-J B1][NGSL 1866],,,,
1013,concentration,noun,B1,1868,내용어,[CEFR-J B1][NGSL 1868],,,,
1014,deserve,verb,B1,1870,내용어,[CEFR-J B1][NGSL 1870],,,,
1015,unusual,adjective,A2,1871,내용어,[CEFR-J A2][NGSL 1871],,,,
1016,defend,verb,B1,1872,내용어,[CEFR-J B1][NGSL 1872],,,,
1017,classic,adjective,A2,1873,내용어,[CEFR-J A2][NGSL 1873],,,,
1018,interaction,noun,B1,1875,내용어,[CEFR-J B1][NGSL 1875],,,,
1019,repair,noun,A2,1876,내용어,[CEFR-J A2][NGSL 1876],,,,
1020,collapse,noun,B1,1877,내용어,[CEFR-J B1][NGSL 1877],,,,
1021,abroad,adverb,A2,1881,기능어,[CEFR-J A2][NGSL 1881],,,,
1022,soul,noun,B1,1882,내용어,[CEFR-J B1][NGSL 1882],,,,
1023,capable,adjective,B1,1883,내용어,[CEFR-J B1][NGSL 1883],,,,
1024,defeat,verb,B1,1884,내용어,[CEFR-J B1][NGSL 1884],,,,
1025,perfectly,adverb,A2,1886,기능어,[CEFR-J A2][NGSL 1886],,,,
1026,proud,adjective,B1,1888,내용어,[CEFR-J B1][NGSL 1888],,,,
1027,emergency,noun,A2,1889,내용어,[CEFR-J A2][NGSL 1889],,,,
1028,educational,adjective,A2,1890,내용어,[CEFR-J A2][NGSL 1890],,,,
1029,distinguish,verb,B1,1891,내용어,[CEFR-J B1][NGSL 1891],,,,
1030,substantial,adjective,B1,1892,내용어,[CEFR-J B1][NGSL 1892],,,,
1031,nearby,adjective,B1,1893,내용어,[CEFR-J B1][NGSL 1893],,,,
1032,slide,noun,A2,1895,내용어,[CEFR-J A2][NGSL 1895],,,,
1033,valuable,adjective,B1,1896,내용어,[CEFR-J B1][NGSL 1896],,,,
1034,personally,adverb,B1,1897,기능어,[CEFR-J B1][NGSL 1897],,,,
1035,breast,noun,B1,1898,내용어,[CEFR-J B1][NGSL 1898],,,,
1036,approximately,adverb,B1,1900,기능어,[CEFR-J B1][NGSL 1900],,,,
1037,highlight,verb,B1,1902,내용어,[CEFR-J B1][NGSL 1902],,,,
1038,climate,noun,B1,1904,내용어,[CEFR-J B1][NGSL 1904],,,,
1039,winner,noun,A2,1909,내용어,[CEFR-J A2][NGSL 1909],,,,
1040,encounter,noun,B1,1910,내용어,[CEFR-J B1][NGSL 1910],,,,
1041,partly,adverb,A2,1914,기능어,[CEFR-J A2][NGSL 1914],,,,
1042,confuse,verb,A2,1917,내용어,[CEFR-J A2][NGSL 1917],,,,
1043,southern,adjective,B1,1918,내용어,[CEFR-J B1][NGSL 1918],,,,
1044,beauty,noun,A2,1920,내용어,[CEFR-J A2][NGSL 1920],,,,
1045,massive,adjective,B1,1921,내용어,[CEFR-J B1][NGSL 1921],,,,
1046,calculate,verb,B1,1923,내용어,[CEFR-J B1][NGSL 1923],,,,
1047,mathematics,noun,B1,1925,내용어,[CEFR-J B1][NGSL 1925],,,,
1048,upper,adjective,B1,1926,내용어,[CEFR-J B1][NGSL 1926],,,,
1049,occupy,verb,B1,1928,내용어,[CEFR-J B1][NGSL 1928],,,,
1050,outline,verb,B1,1929,내용어,[CEFR-J B1][NGSL 1929],,,,
